2000,6,7,18,1,NOTNAMED,21,-93,25,0,
2000,6,8,0,1,NOTNAMED,20.9,-92.8,25,0,
2000,6,8,6,1,NOTNAMED,20.7,-93.1,25,0,
2000,6,8,12,1,NOTNAMED,20.8,-93.5,25,0,
2000,6,23,0,2,NOTNAMED,9.5,-19.8,25,0,
2000,6,23,6,2,NOTNAMED,9.6,-21,30,0,
2000,6,23,12,2,NOTNAMED,9.9,-22.6,30,0,
2000,6,23,18,2,NOTNAMED,10.2,-24.5,30,0,
2000,6,24,0,2,NOTNAMED,10.1,-26.2,30,0,
2000,6,24,6,2,NOTNAMED,9.9,-27.8,30,0,
2000,6,24,12,2,NOTNAMED,9.9,-29.3,30,0,
2000,6,24,18,2,NOTNAMED,10.1,-30.1,30,0,
2000,6,25,0,2,NOTNAMED,10.1,-32.6,30,0,
2000,6,25,6,2,NOTNAMED,10,-34.2,30,0,
2000,6,25,12,2,NOTNAMED,9.8,-36.2,30,0,
2000,6,25,18,2,NOTNAMED,9.7,-38.2,25,0,
2000,8,3,18,3,ALBERTO,10.8,-18,25,1007,
2000,8,4,0,3,ALBERTO,11.5,-20.1,30,1005,
2000,8,4,6,3,ALBERTO,12,-22.3,35,1004,
2000,8,4,12,3,ALBERTO,12.3,-23.8,35,1003,
2000,8,4,18,3,ALBERTO,12.7,-25.2,40,1002,
2000,8,5,0,3,ALBERTO,13.2,-26.7,40,1001,
2000,8,5,6,3,ALBERTO,13.7,-28.2,45,1000,
2000,8,5,12,3,ALBERTO,14.1,-29.8,45,999,
2000,8,5,18,3,ALBERTO,14.5,-31.4,55,994,
2000,8,6,0,3,ALBERTO,14.5,-33.2,65,987,
2000,8,6,6,3,ALBERTO,14.6,-34.4,65,985,
2000,8,6,12,3,ALBERTO,14.7,-35.4,70,983,
2000,8,6,18,3,ALBERTO,15.2,-36.6,75,981,
2000,8,7,0,3,ALBERTO,15.7,-38.1,75,979,
2000,8,7,6,3,ALBERTO,16,-39.6,80,978,
2000,8,7,12,3,ALBERTO,16.2,-41,80,977,
2000,8,7,18,3,ALBERTO,16.5,-42.2,80,978,
2000,8,8,0,3,ALBERTO,16.7,-43.6,75,979,
2000,8,8,6,3,ALBERTO,17,-44.9,70,982,
2000,8,8,12,3,ALBERTO,17.7,-45.7,70,985,
2000,8,8,18,3,ALBERTO,18.6,-46.5,65,987,
2000,8,9,0,3,ALBERTO,19.6,-47.2,60,989,
2000,8,9,6,3,ALBERTO,20.6,-48.5,60,992,
2000,8,9,12,3,ALBERTO,21.9,-49.9,55,994,
2000,8,9,18,3,ALBERTO,23.4,-51.3,60,991,
2000,8,10,0,3,ALBERTO,24.8,-52.6,65,988,
2000,8,10,6,3,ALBERTO,26.1,-54,65,987,
2000,8,10,12,3,ALBERTO,27.5,-55.3,65,986,
2000,8,10,18,3,ALBERTO,28.8,-56.7,65,984,
2000,8,11,0,3,ALBERTO,29.9,-57.7,70,982,
2000,8,11,6,3,ALBERTO,31.1,-58.4,75,979,
2000,8,11,12,3,ALBERTO,32.2,-58.6,80,976,
2000,8,11,18,3,ALBERTO,33.3,-58.5,85,973,
