,Month,Day,Hour,Lat,Long,WindSpeed,Pressure,unique-key,distance,direction,gridID
4915,9,3,6,16.4,-62.7,40.0,1008,ERIKA-2009-6,53.5025189684535,135.49954633628565,1153.0
4916,9,3,12,16.5,-63.5,40.0,1008,ERIKA-2009-6,53.47550110542749,149.6895794672256,1152.0
4917,9,3,18,16.6,-64.5,30.0,1008,ERIKA-2009-6,66.60899784649585,116.37453886957094,1151.0
4918,9,4,0,16.8,-65.5,25.0,1009,ERIKA-2009-6,67.62540288356631,29.815488810300234,1150.0
4919,9,4,6,17.0,-66.5,25.0,1010,ERIKA-2009-6,67.55714618189577,14.337674356990075,1149.0
4920,9,7,18,11.8,-24.0,30.0,1005,FRED-2009-7,0.0,0.0,577.0
4921,9,8,0,11.7,-25.4,35.0,1004,FRED-2009-7,94.98205966007873,222.11683411322355,575.0
4922,9,8,6,11.7,-26.8,45.0,1000,FRED-2009-7,94.74745288175066,285.99617639026144,574.0
4923,9,8,12,11.8,-28.0,55.0,994,FRED-2009-7,81.49100759773177,317.7144967574355,573.0
4924,9,8,18,11.9,-29.2,60.0,990,FRED-2009-7,81.46151255902367,281.12675325016994,572.0
4925,9,9,0,12.4,-30.3,70.0,983,FRED-2009-7,81.96173981482544,241.63106328958747,694.0
4926,9,9,6,13.0,-31.3,90.0,970,FRED-2009-7,79.15320074730175,295.28088889509735,693.0
4927,9,9,12,13.6,-32.1,105.0,958,FRED-2009-7,67.93201532035746,337.61275970024064,815.0
4928,9,9,18,14.2,-32.8,100.0,960,FRED-2009-7,62.64978282828004,16.32805800875197,814.0
4929,9,10,0,14.8,-33.5,95.0,965,FRED-2009-7,62.556675571466855,153.55633463723956,936.0
4930,9,10,6,15.4,-34.2,90.0,970,FRED-2009-7,62.45983558511255,131.2833639514935,1059.0
4931,9,10,12,16.1,-34.6,85.0,974,FRED-2009-7,55.21281038265398,40.73507073409185,1058.0
4932,9,10,18,16.7,-34.9,80.0,975,FRED-2009-7,45.99114955695119,9.51880109004747,1181.0
4933,9,11,0,17.2,-35.1,80.0,975,FRED-2009-7,36.999553428561164,1.0021388083157161,1304.0
4934,9,11,6,17.5,-34.8,75.0,980,FRED-2009-7,28.662751968310836,4.136185130287387,1304.0
4935,9,11,12,17.6,-34.5,65.0,987,FRED-2009-7,20.942053006502782,5.525111576611182,1304.0
4936,9,11,18,17.6,-34.2,55.0,994,FRED-2009-7,19.763298112173505,5.360566347897654,1305.0
4937,9,12,0,17.6,-33.9,50.0,998,FRED-2009-7,19.763298112174347,5.696741561378816,1305.0
4938,9,12,6,17.6,-33.6,40.0,1002,FRED-2009-7,19.763298112173505,6.712717040774749,1305.0
4939,9,12,12,17.5,-33.6,35.0,1003,FRED-2009-7,6.911279084033525,0.0,1305.0
4940,9,12,18,17.5,-33.8,30.0,1004,FRED-2009-7,13.182807422393328,357.0865248299097,1305.0
4941,9,13,0,17.5,-34.0,30.0,1006,FRED-2009-7,13.18280742239417,357.34931427142175,1305.0
4942,9,13,6,17.5,-34.3,30.0,1007,FRED-2009-7,19.774209998846352,356.2779175094892,1305.0
4943,9,13,12,17.9,-34.7,30.0,1007,FRED-2009-7,38.18188651638633,342.72398368719286,1304.0
4944,9,13,18,18.5,-35.4,30.0,1007,FRED-2009-7,61.90103199323869,243.00558441745892,1426.0
4945,9,14,0,19.0,-36.3,30.0,1007,FRED-2009-7,68.2889058915617,233.17327735177417,1426.0
4946,9,14,6,19.2,-37.5,30.0,1007,FRED-2009-7,79.57911428341306,287.0945688286299,1547.0
4947,9,14,12,19.2,-38.8,30.0,1007,FRED-2009-7,84.84883566557113,292.74825728533307,1546.0
4948,9,14,18,19.1,-40.2,25.0,1008,FRED-2009-7,91.66427320981423,264.0054118726635,1422.0
4949,9,15,0,19.1,-41.6,25.0,1008,FRED-2009-7,91.43103557728502,252.93233624555137,1420.0
4950,9,15,6,19.3,-43.1,25.0,1008,FRED-2009-7,98.87332874024074,284.213104324832,1542.0
4951,9,15,12,19.8,-44.7,25.0,1008,FRED-2009-7,109.78503133592396,316.00344939795554,1540.0
4952,9,15,18,20.4,-46.4,25.0,1010,FRED-2009-7,117.86984422198844,181.53968367969574,1661.0
4953,9,16,0,21.1,-48.3,25.0,1010,FRED-2009-7,131.98141221595233,129.2905445064399,1660.0
4954,9,16,6,21.8,-50.2,25.0,1010,FRED-2009-7,131.44418297613902,79.70176526122307,1781.0
4955,9,16,12,22.3,-52.1,25.0,1010,FRED-2009-7,126.51885996105376,67.32897665202083,1902.0
4956,9,16,18,22.8,-54.1,25.0,1010,FRED-2009-7,132.25052330279527,59.271510089903195,1900.0
4957,9,17,0,23.3,-56.0,25.0,1010,FRED-2009-7,125.67353700973919,164.23076473806867,2021.0
4958,9,17,6,23.8,-57.9,25.0,1010,FRED-2009-7,125.23776552502223,217.96543603563805,2019.0
4959,9,17,12,24.2,-59.9,25.0,1011,FRED-2009-7,129.26463510958158,327.10190229312786,2140.0
4960,9,17,18,24.6,-61.6,25.0,1011,FRED-2009-7,110.51047764483361,265.70226981630253,2138.0
4961,9,18,0,24.9,-63.2,25.0,1012,FRED-2009-7,102.54022232034633,256.951408728725,2137.0
4962,9,18,6,25.3,-64.7,25.0,1012,FRED-2009-7,97.86459085941001,271.0433333915496,2258.0
4963,9,18,12,25.6,-66.0,25.0,1012,FRED-2009-7,83.7350692486202,242.0411018559176,2257.0
4964,9,18,18,25.9,-67.1,25.0,1012,FRED-2009-7,71.54465364150593,227.24296140529793,2256.0
4965,9,19,0,26.2,-68.1,25.0,1012,FRED-2009-7,65.46172531806909,300.65256455864983,2378.0
4966,9,19,6,26.4,-69.0,25.0,1012,FRED-2009-7,57.45029337437919,345.81998822921025,2377.0
4967,9,19,12,26.6,-69.8,25.0,1012,FRED-2009-7,51.3754123076614,354.80749045766663,2376.0
4968,9,25,6,14.8,-29.0,20.0,1010,EIGHT-2009-8,0.0,0.0,941.0
4969,9,25,12,15.4,-30.1,25.0,1009,EIGHT-2009-8,84.3026294032602,59.77872559374045,1063.0
4970,9,25,18,16.1,-31.1,30.0,1008,EIGHT-2009-8,82.25014710348263,104.97676937079503,1062.0
4971,9,26,0,16.7,-32.2,30.0,1008,EIGHT-2009-8,83.89527772413183,147.5931883948347,1184.0
4972,9,26,6,17.2,-33.3,30.0,1008,EIGHT-2009-8,80.51404486556355,14.391030745278483,1306.0
4973,9,26,12,17.8,-34.3,30.0,1008,EIGHT-2009-8,77.87276287359747,335.20708135292045,1305.0
4974,9,26,18,18.6,-35.2,25.0,1008,EIGHT-2009-8,80.92292679553569,257.8666759212036,1427.0
4975,9,27,18,46.0,-43.2,55.0,995,GRACE-2009-9,0.0,0.0,4740.0
4976,9,28,0,45.3,-42.9,50.0,994,GRACE-2009-9,50.50328247663996,16.92909024935995,4740.0
4977,9,28,6,44.7,-42.0,45.0,992,GRACE-2009-9,60.448254381825386,139.5540180484783,4618.0
4978,9,28,12,44.0,-40.3,45.0,992,GRACE-2009-9,96.94677444556127,94.69832418729364,4497.0
4979,9,28,18,43.8,-38.7,40.0,994,GRACE-2009-9,80.86756990969062,97.07429473113594,4498.0
4980,9,29,0,43.6,-37.1,40.0,996,GRACE-2009-9,81.13082304191448,107.5219588201771,4500.0
4981,9,29,6,43.4,-35.8,35.0,998,GRACE-2009-9,66.62137733853308,92.4301037875146,4501.0
4982,9,29,12,42.9,-35.3,35.0,1000,GRACE-2009-9,42.77535028182098,31.155874614634588,4379.0
4983,9,29,18,42.3,-35.2,35.0,999,GRACE-2009-9,41.778565643594476,359.2616605482129,4379.0
4984,9,30,0,41.4,-35.4,35.0,998,GRACE-2009-9,63.047880515101234,9.817570697832547,4255.0
4985,9,30,6,40.3,-35.3,35.0,997,GRACE-2009-9,76.20358925125603,336.57071959346206,4133.0
4986,9,30,12,38.7,-34.6,40.0,996,GRACE-2009-9,116.71038995627246,157.96291218993892,3887.0
4987,9,30,18,37.4,-33.2,40.0,995,GRACE-2009-9,117.80137912322822,76.78620309878644,3766.0
4988,10,1,0,36.6,-31.5,40.0,995,GRACE-2009-9,108.90838309323672,153.2138882550546,3644.0
4989,10,1,6,36.7,-29.7,40.0,995,GRACE-2009-9,100.04566486777564,65.21805501121163,3646.0
4990,10,1,12,37.7,-28.7,40.0,996,GRACE-2009-9,88.35658998479498,104.90104864210254,3770.0
4991,10,1,18,38.6,-28.5,40.0,996,GRACE-2009-9,63.144106345799194,172.19693900689055,3893.0
4992,10,2,0,39.3,-28.8,35.0,997,GRACE-2009-9,50.995254856197924,179.40080434944628,4016.0
4993,10,2,6,39.7,-29.4,35.0,997,GRACE-2009-9,42.285630826697464,108.9353848257644,4015.0
4994,10,2,12,40.2,-30.0,35.0,997,GRACE-2009-9,46.95404420277589,31.250774142719138,4138.0
4995,10,2,18,40.9,-30.4,40.0,996,GRACE-2009-9,52.74229778914551,27.38960472354342,4137.0
4996,10,3,0,41.4,-31.0,40.0,996,GRACE-2009-9,46.573634577466926,112.95327790253823,4260.0
4997,10,3,6,41.4,-31.9,35.0,996,GRACE-2009-9,46.657832731794656,137.11283661964958,4259.0
4998,10,3,12,40.8,-32.5,35.0,996,GRACE-2009-9,51.923067806889414,141.52309269194217,4135.0
4999,10,3,18,39.9,-32.3,40.0,995,GRACE-2009-9,63.0871668167822,299.29730480686277,4013.0
5000,10,4,0,39.1,-31.3,40.0,994,GRACE-2009-9,76.81690023254428,8.358446092215011,3891.0
5001,10,4,6,38.5,-29.5,40.0,993,GRACE-2009-9,105.44525653910415,97.90168982071023,3892.0
5002,10,4,12,38.3,-26.8,45.0,992,GRACE-2009-9,146.88713797485553,156.13183553210013,3895.0
5003,10,4,18,38.8,-23.9,50.0,991,GRACE-2009-9,160.50313525870897,8.669671170768048,3898.0
5004,10,5,0,40.2,-21.3,55.0,989,GRACE-2009-9,169.06585567599674,266.8548864580885,4147.0
5005,10,5,6,42.0,-19.0,55.0,988,GRACE-2009-9,172.68494567375444,199.00031672226385,4272.0
5006,10,5,12,44.3,-17.1,55.0,987,GRACE-2009-9,185.58373868488138,74.65559423060792,4643.0
5007,10,5,18,46.6,-15.5,50.0,986,GRACE-2009-9,176.86880120521738,240.77299014029163,4890.0
5008,10,6,0,48.8,-14.3,45.0,986,GRACE-2009-9,161.96385224741564,26.23525795851781,5138.0
5009,10,6,6,50.0,-12.7,40.0,989,GRACE-2009-9,109.79880227398775,105.29544032260536,5262.0
5010,10,6,12,50.4,-10.6,35.0,993,GRACE-2009-9,96.92552899731028,64.39302199088681,5387.0
5011,10,6,18,50.8,-7.7,30.0,997,GRACE-2009-9,130.17697634252025,164.60140559473595,5390.0
5012,10,6,0,15.1,-49.2,30.0,1008,HENRI-2009-10,0.0,0.0,921.0
5013,10,6,6,16.1,-50.5,35.0,1007,HENRI-2009-10,110.74726484865528,115.72659847569147,1042.0
5014,10,6,12,17.0,-51.9,35.0,1007,HENRI-2009-10,111.67459867847403,86.92935331860234,1164.0
5015,10,6,18,17.6,-53.4,35.0,1007,HENRI-2009-10,107.31402455780359,341.63971461301855,1285.0
5016,10,7,0,18.0,-54.6,40.0,1006,HENRI-2009-10,83.66419904148853,275.0772749989742,1284.0
5017,10,7,6,18.3,-55.7,45.0,1005,HENRI-2009-10,75.15773877262967,230.09764006091532,1406.0
5018,10,7,12,18.7,-56.8,45.0,1006,HENRI-2009-10,77.21371849980301,267.87040606985397,1405.0
5019,10,7,18,19.0,-57.9,40.0,1007,HENRI-2009-10,74.87449659996201,298.0928905513103,1404.0
5020,10,8,0,19.3,-59.1,35.0,1008,HENRI-2009-10,81.04281297676054,257.8833551904145,1526.0
5021,10,8,6,19.6,-60.3,30.0,1010,HENRI-2009-10,80.9040675816342,223.8004512895921,1525.0
5022,10,8,12,20.0,-61.4,30.0,1011,HENRI-2009-10,76.68563845595482,261.1109083690412,1523.0
5023,10,8,18,20.3,-62.2,25.0,1012,HENRI-2009-10,55.89387601274279,353.4636797539165,1646.0
5024,10,9,0,20.5,-62.9,25.0,1012,HENRI-2009-10,47.40465013131785,2.9626731527350354,1645.0
5025,10,9,6,20.6,-63.5,20.0,1012,HENRI-2009-10,39.43918495230178,8.427547255300807,1644.0
5026,10,9,12,20.7,-64.1,20.0,1012,HENRI-2009-10,39.41411459294301,66.11377514204865,1644.0
5027,10,9,18,20.9,-64.9,20.0,1012,HENRI-2009-10,53.50300669191048,154.87293825316038,1643.0
5028,10,10,0,21.0,-65.7,20.0,1012,HENRI-2009-10,52.09556638710554,156.61485682831736,1642.0
5029,10,10,6,20.9,-66.7,20.0,1012,HENRI-2009-10,64.91279296397914,142.02660896882455,1641.0
5030,10,10,12,20.6,-67.6,20.0,1012,HENRI-2009-10,61.75153115639264,40.18262813703128,1640.0
5031,10,10,18,20.3,-68.5,20.0,1012,HENRI-2009-10,61.85948317438603,353.01646754494277,1639.0
5032,10,11,0,20.2,-69.4,20.0,1012,HENRI-2009-10,58.76466808796265,350.0367781832401,1638.0
5033,10,11,6,20.1,-70.5,20.0,1012,HENRI-2009-10,71.70464780830197,318.36853994100494,1514.0
5034,10,11,12,20.2,-71.7,20.0,1013,HENRI-2009-10,78.16516827748288,194.51865449869194,1636.0
5035,11,4,6,11.0,-81.3,30.0,1007,IDA-2009-11,0.0,0.0,397.0
5036,11,4,12,11.4,-81.8,35.0,1004,IDA-2009-11,43.74174164734045,192.20710273581167,519.0
5037,11,4,18,11.8,-82.3,45.0,998,IDA-2009-11,43.70479769822493,240.1281272831714,519.0
5038,11,5,0,12.3,-82.8,55.0,995,IDA-2009-11,48.334626115621276,324.4200173677164,641.0
5039,11,5,6,12.6,-83.3,65.0,987,IDA-2009-11,39.60469310707436,331.2802665169661,641.0
5040,11,5,12,12.9,-83.6,70.0,985,IDA-2009-11,28.9628035114638,339.2500004524272,640.0
5041,11,5,18,13.2,-83.8,50.0,996,IDA-2009-11,24.722723284938116,336.36724726510033,640.0
5042,11,6,0,13.6,-83.9,35.0,1003,IDA-2009-11,28.450881521505156,204.43370659889493,763.0
5043,11,6,6,14.1,-84.0,30.0,1005,IDA-2009-11,35.201885931538435,180.32576638826137,763.0
5044,11,6,12,14.7,-83.9,30.0,1006,IDA-2009-11,42.004513594262896,183.26526422698657,886.0
5045,11,6,18,15.4,-83.9,30.0,1007,IDA-2009-11,48.37895358823493,180.0,1009.0
5046,11,7,0,16.1,-84.0,30.0,1006,IDA-2009-11,48.83409534034978,167.44764239137194,1009.0
5047,11,7,6,16.8,-84.0,35.0,1004,IDA-2009-11,48.37895358823493,-0.0,1132.0
5048,11,7,12,17.7,-84.0,55.0,997,IDA-2009-11,62.20151175630178,0.0,1255.0
5049,11,7,18,18.7,-84.1,60.0,990,IDA-2009-11,69.42393309445247,352.6250706597105,1378.0
5050,11,8,0,19.5,-84.5,70.0,987,IDA-2009-11,61.15077445468781,222.21793263995434,1500.0
5051,11,8,6,20.1,-85.3,80.0,984,IDA-2009-11,66.52643706598508,193.4588999445899,1500.0
5052,11,8,12,20.9,-85.8,85.0,983,IDA-2009-11,64.06772370026584,125.99736125589071,1622.0
5053,11,8,18,21.9,-86.2,85.0,975,IDA-2009-11,73.7499599161267,23.721506060834194,1745.0
5054,11,9,0,23.0,-86.5,90.0,979,IDA-2009-11,78.40180387335107,20.71128806428941,1867.0
5055,11,9,6,24.4,-87.5,80.0,988,IDA-2009-11,115.61412557755347,218.8001967194152,2112.0
5056,11,9,12,26.3,-88.3,60.0,989,IDA-2009-11,140.4979944893457,343.62248023765574,2358.0
5057,11,9,18,27.9,-88.6,65.0,990,IDA-2009-11,112.11012416174063,130.32174696878587,2480.0
5058,11,9,21,28.5,-88.7,75.0,990,IDA-2009-11,41.91260995948106,173.20444379633943,2603.0
5059,11,10,0,28.9,-88.7,60.0,993,IDA-2009-11,27.645116336133697,180.0,2603.0
5060,11,10,6,29.8,-88.6,50.0,998,IDA-2009-11,62.492536476074974,180.31066638727333,2726.0
5061,11,10,9,30.1,-88.3,45.0,998,IDA-2009-11,27.43417729753203,174.89797071582652,2727.0
5062,11,10,12,30.3,-88.0,35.0,999,IDA-2009-11,22.63137435289947,171.6342714783842,2850.0
5063,11,10,18,30.6,-87.2,30.0,1002,IDA-2009-11,51.978292482463345,150.1376367773093,2851.0
5064,11,11,0,30.6,-86.3,25.0,1005,IDA-2009-11,53.53931268005371,123.54288856145392,2852.0
5065,11,11,6,30.8,-85.5,25.0,1006,IDA-2009-11,49.50996457967933,80.87480277979185,2852.0
5066,6,24,18,15.9,-82.0,25.0,1007,ALEX-2010-1,0.0,0.0,1011.0
5067,6,25,0,16.0,-82.1,25.0,1006,ALEX-2010-1,9.587729130925638,171.6371746540456,1011.0
5068,6,25,6,16.1,-82.3,25.0,1006,ALEX-2010-1,14.974115745851472,167.62064499004566,1011.0
5069,6,25,12,16.2,-82.5,30.0,1005,ALEX-2010-1,14.968181085518044,169.5942831533992,1133.0
5070,6,25,18,16.4,-83.1,30.0,1005,ALEX-2010-1,42.13277905666925,149.04642929796844,1133.0
5071,6,26,0,16.6,-83.9,30.0,1004,ALEX-2010-1,54.78569909700726,74.97591227000014,1132.0
5072,6,26,6,16.7,-84.9,40.0,1004,ALEX-2010-1,66.57472212667687,28.228110229425074,1131.0
5073,6,26,12,16.9,-86.1,40.0,1004,ALEX-2010-1,80.58970928422296,40.93921605923457,1130.0
5074,6,26,18,17.2,-87.2,55.0,996,ALEX-2010-1,75.58204452670866,174.2366240060928,1252.0
5075,6,27,0,17.5,-88.2,55.0,995,ALEX-2010-1,69.1496621060803,191.33621595674714,1251.0
5076,6,27,6,18.0,-89.1,55.0,991,ALEX-2010-1,68.5823633760881,276.11626454869366,1250.0
5077,6,27,12,18.5,-90.0,45.0,992,ALEX-2010-1,68.4375223608415,312.5502376009681,1372.0
5078,6,27,18,18.9,-90.7,35.0,993,ALEX-2010-1,53.51796700138459,291.65791257179455,1371.0
5079,6,28,0,19.2,-91.1,40.0,991,ALEX-2010-1,33.357522905822485,227.26176866633566,1494.0
5080,6,28,6,19.5,-91.4,40.0,991,ALEX-2010-1,28.505913669908153,196.3864771476443,1493.0
5081,6,28,12,20.0,-91.6,50.0,989,ALEX-2010-1,36.92409796484354,184.66546321910238,1493.0
5082,6,28,18,20.3,-91.7,50.0,990,ALEX-2010-1,21.725318949849157,180.77188658908722,1616.0
5083,6,29,0,20.7,-91.7,55.0,987,ALEX-2010-1,27.645116336134578,180.0,1616.0
5084,6,29,6,21.5,-91.9,55.0,985,ALEX-2010-1,56.77418138736693,31.530771149645595,1739.0
5085,6,29,12,22.4,-92.7,60.0,983,ALEX-2010-1,80.61521259009616,46.25701848070626,1861.0
5086,6,29,18,22.9,-93.6,60.0,981,ALEX-2010-1,67.00256364170288,129.6104798842356,1860.0
5087,6,30,0,23.0,-94.4,65.0,973,ALEX-2010-1,51.38063261066892,156.8212482511114,1859.0
5088,6,30,6,23.1,-94.8,70.0,966,ALEX-2010-1,26.360166470716365,169.93150205288367,1859.0
5089,6,30,12,23.5,-95.2,75.0,958,ALEX-2010-1,37.53569447940081,177.79188753131672,1982.0
5090,6,30,15,24.0,-95.5,75.0,958,ALEX-2010-1,39.424638698682934,308.9153779593527,1981.0
5091,6,30,18,24.3,-96.2,80.0,962,ALEX-2010-1,48.77126111003174,330.07384975753007,2104.0
5092,7,1,0,24.3,-97.3,90.0,948,ALEX-2010-1,69.28840622446305,321.8747181198596,2103.0
5093,7,1,2,24.2,-97.7,95.0,946,ALEX-2010-1,26.136101707715266,338.7715494266226,2102.0
5094,7,1,6,24.1,-98.4,75.0,963,ALEX-2010-1,44.68239055777182,290.6171138839188,1978.0
5095,7,1,12,23.5,-99.5,60.0,977,ALEX-2010-1,80.98100030750597,173.56187611574984,1977.0
5096,7,1,18,23.1,-100.7,40.0,987,ALEX-2010-1,81.03274699216935,155.45449214766808,1853.0
5097,7,2,0,23.2,-101.9,30.0,997,ALEX-2010-1,76.56961085429607,133.4937309440763,1975.0
5098,7,7,6,21.5,-91.1,25.0,1006,TWO-2010-2,0.0,0.0,1740.0
5099,7,7,12,22.1,-92.0,25.0,1006,TWO-2010-2,71.09815834611652,54.78010249661555,1739.0
5100,7,7,18,22.8,-92.8,30.0,1006,TWO-2010-2,70.36812975879066,51.882154143121454,1861.0
5101,7,8,0,23.7,-93.7,30.0,1005,TWO-2010-2,84.46927767182454,186.9053141663631,1983.0
5102,7,8,6,24.7,-95.0,30.0,1006,TWO-2010-2,107.20171838493562,260.8889938835548,2105.0
5103,7,8,12,26.1,-96.6,30.0,1006,TWO-2010-2,139.06617211654796,223.79812370366582,2226.0
5104,7,8,14,26.1,-97.1,30.0,1006,TWO-2010-2,31.032576947665554,202.81047621399145,2226.0
5105,7,8,18,26.1,-97.8,25.0,1007,TWO-2010-2,43.44558211176585,201.50076056379953,2225.0
5106,7,9,0,25.9,-98.8,25.0,1007,TWO-2010-2,63.637284595859455,230.76318209154812,2224.0
5107,7,9,6,26.1,-99.7,20.0,1008,TWO-2010-2,57.58962685447115,303.5201967055125,2223.0
5108,7,9,12,26.5,-100.6,20.0,1009,TWO-2010-2,62.23912867729796,350.87418278449553,2345.0
5109,7,9,18,27.3,-101.3,20.0,1010,TWO-2010-2,70.13113567443277,50.74404384538524,2468.0
5110,7,10,0,28.1,-102.2,20.0,1010,TWO-2010-2,78.03795266408785,129.06890843350544,2467.0
5111,7,22,6,21.5,-73.8,30.0,1009,BONNIE-2010-3,0.0,0.0,1757.0
5112,7,22,12,21.7,-74.4,30.0,1008,BONNIE-2010-3,40.95849901200152,33.40817023456228,1756.0
5113,7,22,18,22.2,-74.9,30.0,1007,BONNIE-2010-3,47.132018313928135,64.06195998462073,1879.0
5114,7,22,23,23.0,-75.7,35.0,1006,BONNIE-2010-3,75.2494585337539,157.4014162805713,1878.0
5115,7,23,0,23.1,-75.9,35.0,1006,BONNIE-2010-3,14.475462119347842,174.9143139610632,1878.0
5116,7,23,5,23.7,-77.5,40.0,1005,BONNIE-2010-3,109.62969294722329,344.56152720143484,1999.0
5117,7,23,6,23.8,-77.8,40.0,1005,BONNIE-2010-3,20.197200780686217,355.4184459144557,1999.0
5118,7,23,12,24.8,-79.7,35.0,1006,BONNIE-2010-3,138.19963944501134,294.65585494020985,2120.0
5119,7,23,14,25.4,-80.2,35.0,1007,BONNIE-2010-3,51.95013021788755,209.43479462336487,2243.0
5120,7,23,18,25.8,-81.1,30.0,1008,BONNIE-2010-3,62.53724245211558,292.0304257878103,2242.0
5121,7,24,0,26.3,-82.6,30.0,1010,BONNIE-2010-3,99.34061709220799,325.9798623590187,2363.0
5122,7,24,6,26.7,-84.4,30.0,1013,BONNIE-2010-3,114.71223190889742,180.21638689820082,2361.0
5123,7,24,12,27.5,-85.9,25.0,1013,BONNIE-2010-3,107.58099158392862,111.9159346918912,2483.0
5124,7,24,18,28.1,-87.1,25.0,1013,BONNIE-2010-3,84.270810370117,67.2944017856499,2482.0
5125,7,25,0,28.6,-88.3,25.0,1012,BONNIE-2010-3,80.75479826543008,115.17780670982307,2604.0
5126,7,25,6,29.2,-89.5,25.0,1012,BONNIE-2010-3,83.61340126567342,113.7006277318753,2725.0
5127,7,25,12,29.8,-90.5,20.0,1012,BONNIE-2010-3,73.0604516600497,2.6929813982828366,2724.0
5128,7,25,18,30.1,-91.0,15.0,1014,BONNIE-2010-3,36.419731856588946,353.0089191625733,2724.0
5129,8,2,12,12.5,-40.7,30.0,1007,COLIN-2010-4,0.0,0.0,683.0
5130,8,2,18,12.9,-42.4,30.0,1007,COLIN-2010-4,117.903603003092,277.1757521447089,681.0
5131,8,3,0,13.3,-44.4,30.0,1007,COLIN-2010-4,137.4368108119313,305.7729705132506,802.0
5132,8,3,6,13.7,-46.6,35.0,1006,COLIN-2010-4,150.40860508551492,200.6327253261036,800.0
5133,8,3,12,14.3,-49.3,35.0,1007,COLIN-2010-4,185.7475552461422,8.929198759409738,921.0
5134,8,3,18,15.3,-52.2,35.0,1009,COLIN-2010-4,205.72958139938214,17.611681771484154,1041.0
5135,8,4,0,16.1,-54.8,35.0,1009,COLIN-2010-4,181.60754573541283,146.20587581158875,1038.0
5136,8,4,6,17.0,-57.2,35.0,1009,COLIN-2010-4,170.72998958596003,163.84364835583594,1159.0
5137,8,4,12,18.0,-59.5,35.0,1009,COLIN-2010-4,166.60971255463608,323.0334825442817,1279.0
5138,8,4,18,19.2,-61.1,40.0,1009,COLIN-2010-4,133.64759921892315,268.292618087223,1524.0
5139,8,5,0,20.4,-62.5,40.0,1009,COLIN-2010-4,123.14892810164088,358.78311888361713,1645.0
5140,8,5,6,21.7,-63.7,40.0,1009,COLIN-2010-4,118.58713684000867,95.08105277626427,1767.0
5141,8,5,12,23.0,-64.9,40.0,1008,COLIN-2010-4,118.13414920557184,64.76660956068112,1889.0
5142,8,5,18,24.4,-65.8,45.0,1007,COLIN-2010-4,112.27540785586544,321.7498612106112,2134.0
5143,8,5,21,25.0,-66.1,50.0,1005,COLIN-2010-4,45.545470768392214,272.30189500240704,2134.0
5144,8,6,0,25.6,-66.6,50.0,1006,COLIN-2010-4,51.919208345271116,207.44155107681436,2256.0
5145,8,6,6,26.4,-67.2,40.0,1007,COLIN-2010-4,66.67899687705162,196.93494487299594,2379.0
5146,8,6,12,27.0,-67.1,40.0,1007,COLIN-2010-4,41.92481217654129,191.10701084316392,2379.0
5147,8,6,18,27.7,-66.9,40.0,1008,COLIN-2010-4,49.912472729774315,333.297895498078,2502.0
5148,8,7,0,28.5,-66.6,40.0,1008,COLIN-2010-4,58.236750417943966,338.39312688400435,2625.0
5149,8,7,6,28.9,-66.4,35.0,1009,COLIN-2010-4,30.186958410424438,349.41625869970056,2625.0
5150,8,7,12,29.1,-66.2,35.0,1010,COLIN-2010-4,18.36350630626332,351.15304925211535,2626.0
5151,8,7,18,29.3,-65.9,35.0,1012,COLIN-2010-4,22.773602524032512,349.36949194075163,2749.0
5152,8,8,0,29.7,-65.7,30.0,1012,COLIN-2010-4,30.14938168008819,358.200366153245,2749.0
5153,8,8,6,30.3,-65.7,30.0,1013,COLIN-2010-4,41.46767450420169,0.0,2872.0
5154,8,10,6,25.7,-83.0,25.0,1008,FIVE-2010-5,0.0,0.0,2240.0
5155,8,10,12,25.7,-83.3,25.0,1008,FIVE-2010-5,18.682780298179445,342.2608397644257,2240.0
5156,8,10,18,25.9,-83.7,30.0,1008,FIVE-2010-5,28.47006594650452,316.6625033020361,2239.0
5157,8,11,0,26.1,-84.1,30.0,1008,FIVE-2010-5,28.43322325123379,219.1499213748004,2239.0
5158,8,11,6,26.5,-85.0,30.0,1008,FIVE-2010-5,62.239128677298666,189.12137371677778,2361.0
5159,8,11,12,27.1,-86.1,25.0,1008,FIVE-2010-5,79.5246757443668,106.12150458774397,2360.0
5160,8,11,18,28.0,-87.5,25.0,1009,FIVE-2010-5,105.96208042101468,71.60319142727037,2481.0
5161,8,12,0,29.0,-88.4,25.0,1009,FIVE-2010-5,88.11666594136324,143.7046843523294,2603.0
5162,8,12,6,29.4,-88.8,25.0,1008,FIVE-2010-5,36.69608016326352,169.44193639355493,2726.0
5163,8,12,12,29.7,-89.0,25.0,1008,FIVE-2010-5,23.968359878401,177.37512199672142,2726.0
5164,8,12,18,29.8,-89.0,25.0,1008,FIVE-2010-5,6.911279084033966,180.0,2726.0
5165,8,13,0,30.0,-88.9,25.0,1007,FIVE-2010-5,15.065175021364293,178.09446568201554,2726.0
5166,8,13,6,30.4,-88.8,25.0,1007,FIVE-2010-5,28.283065798605698,163.8388162976934,2849.0
5167,8,13,12,30.8,-88.6,25.0,1008,FIVE-2010-5,30.09660242643656,86.53409646490344,2849.0
5168,8,13,18,31.4,-88.0,25.0,1008,FIVE-2010-5,54.59227644224642,88.6509084688097,2973.0
